,ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
412811,A-3131909,2,2020-12-31 20:31:52,2020-12-31 22:30:26,30.007556,-90.266071,30.008739,-90.232937,1.984,Slow traffic on I-10 E from I-310 (I-10) to Williams Blvd (I-10) due to accident.,,Loyola Dr,R,Kenner,Jefferson,LA,70062,US,US/Central,KMSY,2020-12-31 20:28:00,72.0,72.0,87.0,29.78,9.0,SSE,16.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
412822,A-3131920,2,2020-12-31 00:40:10,2020-12-31 02:25:10,45.120109,-117.961696,45.057029,-117.941756,4.466,Incident on I-84 EB near MP 277 Drive with caution.,,I-84 E,R,North Powder,Union,OR,97867,US,US/Pacific,KBKE,2020-12-31 00:53:00,21.0,21.0,85.0,26.54,7.0,CALM,0.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
413007,A-3132106,2,2020-12-31 03:27:00,2020-12-31 05:05:02,34.042344,-118.184655,34.042348,-118.183478,0.067,Incident on HAMMEL ST near N GAGE AVE Drive with caution.,3798.0, Hammel St,R,Los Angeles,Los Angeles,CA,90063-2230,US,US/Pacific,KCQT,2020-12-31 03:52:00,45.0,45.0,63.0,29.82,10.0,CALM,0.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
413042,A-3132141,2,2020-12-31 15:47:00,2020-12-31 17:46:57,43.590863,-116.393634,43.593063,-116.393644,0.152,Incident on MERIDIAN RD NB near I-84 Drive with caution.,,S Meridian Rd,R,Meridian,Ada,ID,83642,US,US/Mountain,KMAN,2020-12-31 15:55:00,39.0,34.0,100.0,27.51,10.0,ESE,7.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
413084,A-3132183,2,2020-12-31 17:46:00,2020-12-31 20:49:04,32.221521,-110.87529,32.221521,-110.87507,0.013,Incident on E BROADWAY BL near E BROADWAY BLVD Expect delays.,,Craycroft Rd,R,Tucson,Pima,AZ,85711,US,US/Mountain,KDMA,2020-12-31 17:58:00,55.0,55.0,18.0,27.03,10.0,NNW,8.0,,Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day
413238,A-3132341,2,2020-12-31 03:37:08,2020-12-31 05:22:08,45.54143,-122.678672,45.54839,-122.678622,0.481,A crash has the right lane closed NB on the ramp to I-5 NB use caution.,,Fremont Bridge,R,Portland,Multnomah,OR,97227,US,US/Pacific,KPDX,2020-12-31 03:53:00,49.0,44.0,90.0,30.0,10.0,SSW,14.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
413295,A-3132398,2,2020-12-31 13:47:04,2020-12-31 15:26:11,40.694228,-112.263225,40.668428,-112.303025,2.743,Incident on I-80 WB near I-80 Drive with caution.,,I-80 W,R,Grantsville,Tooele,UT,84029,US,US/Mountain,KT62,2020-12-31 13:56:00,32.0,26.0,66.0,25.51,10.0,W,6.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
413349,A-3132452,2,2020-12-31 04:09:00,2020-12-31 05:48:49,43.190377,-77.504199,43.189867,-77.503899,0.038,Incident on BAY RD near EMPIRE BLVD Expect delays.,1298.0, Bay Rd,L,Webster,Monroe,NY,14580-1902,US,US/Eastern,KROC,2020-12-31 03:54:00,35.0,29.0,82.0,29.35,10.0,NW,7.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
413384,A-3132487,2,2020-12-31 16:12:25,2020-12-31 18:30:27,45.311856,-93.558632,45.311701,-93.55856,0.011,Incident on US-169 SB near SCHOOL ST Drive with caution.,,Highway 169,R,Elk River,Sherburne,MN,55330,US,US/Central,KCFE,2020-12-31 16:15:00,22.0,,82.0,29.13,10.0,,,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
413575,A-3132679,2,2020-12-31 07:56:00,2020-12-31 10:59:14,38.246647,-120.881157,38.25327,-120.879538,0.466,Incident on BUENA VISTA RD near HOUSE 5737 Drive with caution.,2528.0, Buena Vista Rd,R,Ione,Amador,CA,95640-9656,US,US/Pacific,KMHR,2020-12-31 07:45:00,45.0,41.0,100.0,30.1,3.0,NW,7.0,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
413667,A-3132771,2,2020-12-31 02:49:00,2020-12-31 07:41:19,37.800554,-121.192041,37.822724,-121.216241,2.023,NB 99 JSO LOUISE. B62-003 ALL LNS ARE CLR,,CA-99 N,R,Manteca,San Joaquin,CA,95336,US,US/Pacific,KSCK,2020-12-31 02:55:00,48.0,44.0,86.0,30.13,4.0,SSE,8.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
413690,A-3132795,2,2020-12-31 01:53:28,2020-12-31 04:56:20,34.152997,-80.914045,34.154359,-80.917322,0.21,Incident on LEE RD near COTTONWOOD WAY Drive with caution.,101.0, Rice Bent Way,R,Columbia,Richland,SC,29229-6848,US,US/Eastern,KCUB,2020-12-31 01:53:00,44.0,40.0,96.0,30.04,3.0,W,7.0,0.01,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
413781,A-3132888,2,2020-12-31 03:01:00,2020-12-31 05:47:30,36.759402,-76.328572,36.757572,-76.291097,2.078,Stationary traffic on G A Treakle Bdg - I-64 W - US-17 S from US-17/Exit 296 (I-64) to VA-190/Exit 292 (I-64) due to accident.,,G A Treakle Bdg,R,Chesapeake,Chesapeake,VA,23323,US,US/Eastern,KPVG,2020-12-31 02:51:00,53.0,53.0,83.0,30.12,10.0,SSW,8.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
413867,A-3132975,2,2020-12-31 14:50:00,2020-12-31 18:14:29,36.904641,-119.518729,36.908258,-119.518048,0.253,Incident on CA-168 near SAMPLE RD Drive with caution.,15000.0, Tollhouse Rd,L,Clovis,Fresno,CA,93619-9756,US,US/Pacific,KFAT,2020-12-31 14:53:00,50.0,50.0,74.0,29.76,9.0,WNW,3.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
413944,A-3133053,2,2020-12-31 16:46:00,2020-12-31 18:56:45,34.014607,-117.55011,34.018197,-117.550085,0.248,I15 N SO SR60. NOW IN CD,,Ontario Fwy N,R,Mira Loma,Riverside,CA,91752,US,US/Pacific,KRAL,2020-12-31 16:53:00,62.0,62.0,21.0,29.05,10.0,NE,16.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
414019,A-3133129,2,2020-12-31 16:10:00,2020-12-31 16:55:30,37.216175,-76.597119,37.210665,-76.584009,0.816,Slow traffic on I-64 E from VA-143/Exit 243 (I-64) to VA-143/Exit 247 (I-64) due to accident.,,I-64 E,R,Williamsburg,James City,VA,23185,US,US/Eastern,KJGG,2020-12-31 16:15:00,55.0,55.0,100.0,30.12,10.0,CALM,0.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
414086,A-3133197,2,2020-12-31 18:09:10,2020-12-31 20:09:45,45.20448,-93.390001,45.20553,-93.389681,0.074,Incident on US-169 NB near MN-10 Drive with caution.,,MN-47,R,Anoka,Anoka,MN,55303,US,US/Central,KANE,2020-12-31 17:45:00,21.0,11.0,86.0,29.21,10.0,SSE,9.0,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Day
414119,A-3133230,2,2020-12-31 02:02:00,2020-12-31 04:02:16,39.819793,-84.235579,39.820778,-84.234636,0.084,Incident on PHILADELPHIA DR near N MAIN ST Drive with caution.,5784.0, N Main St,R,Dayton,Montgomery,OH,45415-3457,US,US/Eastern,KDAY,2020-12-31 01:56:00,31.0,21.0,85.0,29.02,10.0,WNW,14.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
414189,A-3133300,2,2020-12-31 01:46:46,2020-12-31 03:22:46,48.251062,-114.417179,48.254707,-114.417198,0.252,Incident on FARM TO MARKET RD near COCLET LN Drive with caution.,100.0, Coclet Ln,L,Kalispell,Flathead,MT,59901-6965,US,US/Mountain,KGPI,2020-12-31 01:55:00,28.0,28.0,92.0,26.79,2.0,CALM,0.0,0.01,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
414206,A-3133317,2,2020-12-31 08:42:09,2020-12-31 11:42:17,42.576752,-114.289473,42.578582,-114.301293,0.615,Incident on I-84 WB near EXIT 182 Drive with caution.,,I-84 W,R,Eden,Jerome,ID,83325,US,US/Mountain,KJER,2020-12-31 08:51:00,28.0,20.0,69.0,25.96,10.0,ENE,9.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
414246,A-3133357,2,2020-12-31 01:03:00,2020-12-31 02:58:18,27.55015,-82.540063,27.549683,-82.54008,0.032,Incident on 24TH AVE near 37TH ST Drive with caution.,,24th Ave E,R,Palmetto,Manatee,FL,34221,US,US/Eastern,KSRQ,2020-12-31 00:53:00,70.0,70.0,78.0,30.03,10.0,ESE,15.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
414295,A-3133406,2,2020-12-31 17:53:17,2020-12-31 20:12:57,32.726954,-96.918396,32.736302,-96.919341,0.648,Incident on TX-408-SPUR NB near LOOP 12 Drive with caution.,,TX-12 Loop N,R,Dallas,Dallas,TX,75211,US,US/Central,KRBD,2020-12-31 17:53:00,40.0,33.0,89.0,28.88,10.0,NNE,13.0,0.05,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
414310,A-3133421,2,2020-12-31 04:35:00,2020-12-31 06:14:00,25.986391,-80.229284,25.995037,-80.224346,0.672,Stationary traffic on FL-91 N - Florida's Tpke N from Florida's Tpke/FL-821 (Florida's Tpke) to FL-820/Exit 49 (Florida's Tpke) due to accident.,,Florida's Tpke N,R,Hollywood,Broward,FL,33023,US,US/Eastern,KHWO,2020-12-31 04:53:00,74.0,74.0,82.0,30.08,10.0,ESE,14.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
414368,A-3133481,2,2020-12-31 15:09:00,2020-12-31 16:47:25,36.468098,-121.712925,36.469007,-121.712881,0.063,Incident on CR-G16 near VIA LOS TULARES Drive with caution.,141.0, E Carmel Valley Rd,L,Carmel Valley,Monterey,CA,93924-9603,US,US/Pacific,KMRY,2020-12-31 14:54:00,56.0,56.0,72.0,29.91,10.0,WNW,12.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
414447,A-3133563,2,2020-12-31 05:38:30,2020-12-31 07:49:30,32.710676,-96.679798,32.703505,-96.662737,1.109,Stationary traffic on C.F. Hawn Fwy E - US-175 E from TX-12 Loop (US-175) to S Saint Augustine Dr (US-175) due to accident.,,Hawn Fwy E,R,Dallas,Dallas,TX,75217,US,US/Central,KHQZ,2020-12-31 05:35:00,37.0,28.0,100.0,29.45,7.0,NNE,14.0,0.01,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
414474,A-3133590,2,2020-12-31 01:48:54,2020-12-31 04:29:57,41.424647,-73.355981,41.417267,-73.402851,2.481,Motor Vehicle Accident (Vehicle Fire) on I-84 Westbound between Exits 9 and 8. Expect lane closures. Reported Wednesday December 30 at 5:48 pm.,,I-84 W,R,Newtown,Fairfield,CT,06470,US,US/Eastern,KOXC,2020-12-31 01:51:00,39.0,34.0,73.0,29.2,10.0,SW,7.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
414475,A-3133591,2,2020-12-31 17:05:00,2020-12-31 19:10:52,40.758301,-73.622957,40.758061,-73.622787,0.019,Crash on Northern State Parkway westbound ramp to Exit 31A - Meadowbrook State Parkway (North Hempstead) right lane closed,,Northern State Pkwy E,R,Old Westbury,Nassau,NY,11568,US,US/Eastern,KFRG,2020-12-31 16:53:00,42.0,38.0,60.0,30.14,10.0,NW,7.0,,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Day,Day,Day
414538,A-3133656,2,2020-12-31 00:32:00,2020-12-31 02:38:05,26.61874,-80.173673,26.630066,-80.17381,0.783,Incident on FLORIDA'S TPKE NB near MM 88 Drive with caution.,,Florida's Tpke N,R,Lake Worth,Palm Beach,FL,33467,US,US/Eastern,KPBI,2020-12-31 00:53:00,74.0,74.0,73.0,30.1,10.0,SE,17.0,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
414544,A-3133662,2,2020-12-31 01:56:27,2020-12-31 04:41:00,42.427278,-122.84956,42.436448,-122.84084,0.774,Incident on OR-62 EB near MP 7 Drive with caution.,2348.0, Antelope Rd,R,White City,Jackson,OR,97503-1718,US,US/Pacific,KMFR,2020-12-31 01:53:00,40.0,40.0,89.0,28.75,10.0,E,3.0,,Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
414547,A-3133665,2,2020-12-31 19:26:12,2020-12-31 20:42:17,32.562779,-106.927582,32.594129,-106.943962,2.367,Incident on I-25 NB near MM 18 Expect delays.,,I-25 N,R,Las Cruces,Doña Ana,NM,88007,US,US/Mountain,KLRU,2020-12-31 19:35:00,31.0,31.0,31.0,25.37,10.0,SSW,3.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
414619,A-3133738,2,2020-12-31 15:59:00,2020-12-31 18:00:08,37.409985,-77.502135,37.410079,-77.502325,0.012,Incident on KINGSLAND RD near IRON BRIDGE RD Drive with caution.,7399.0, Iron Bridge Rd,L,North Chesterfield,Chesterfield,VA,23234-5911,US,US/Eastern,KFCI,2020-12-31 15:56:00,57.0,57.0,93.0,29.9,10.0,NE,6.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
414673,A-3133795,2,2020-12-31 01:19:17,2020-12-31 02:43:22,38.202003,-77.499066,38.208847,-77.497268,0.483,Incident on I-95 NB near I-95 Drive with caution.,,I-95 N,R,Fredericksburg,Spotsylvania,VA,22408,US,US/Eastern,KEZF,2020-12-31 01:15:00,46.0,39.0,89.0,29.99,10.0,SSW,14.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
414776,A-3133900,2,2020-12-31 06:35:00,2020-12-31 09:40:12,33.856118,-118.217214,33.857758,-118.217154,0.113,1039 RP - HE JUST LEFT -- TURNING NOW TO RESPOND BACK,,S Santa Fe Ave,R,Compton,Los Angeles,CA,90221,US,US/Pacific,KLGB,2020-12-31 06:53:00,42.0,42.0,79.0,29.92,10.0,CALM,0.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
414784,A-3133908,2,2020-12-31 05:25:57,2020-12-31 06:58:23,38.872214,-77.04316,38.873464,-77.04195,0.108,Incident on I-395 NB near I-395 Drive with caution.,,Henry Shirley Memorial Hwy N,R,Arlington,Arlington,VA,22202,US,US/Eastern,KDCA,2020-12-31 05:52:00,49.0,45.0,80.0,30.03,10.0,SSW,8.0,,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
414823,A-3133947,2,2020-12-31 00:40:10,2020-12-31 06:30:00,45.022948,-117.925003,44.971998,-117.879473,4.164,Incident on I-84 EB near MP 277 Drive with caution.,,I-84 E,R,North Powder,Union,OR,97867,US,US/Pacific,KBKE,2020-12-31 00:53:00,21.0,21.0,85.0,26.54,7.0,CALM,0.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
414834,A-3133958,2,2020-12-31 01:14:03,2020-12-31 02:52:10,40.114535,-75.121765,40.115735,-75.121066,0.091,Incident on OLD YORK RD near SUSQUEHANNA RD Drive with caution.,,Susquehanna Rd,R,Abington,Montgomery,PA,19001,US,US/Eastern,KPNE,2020-12-31 00:54:00,47.0,41.0,68.0,29.9,10.0,SW,15.0,,Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
414857,A-3133981,2,2020-12-31 12:23:00,2020-12-31 14:25:21,37.653805,-77.441049,37.652735,-77.431709,0.516,Incident on I-295 SB near MM 43 Expect delays.,,I-295 S,R,Richmond,Henrico,VA,23227,US,US/Eastern,KOFP,2020-12-31 11:54:00,56.0,56.0,80.0,29.93,10.0,SSW,6.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
414909,A-3134036,2,2020-12-31 01:24:59,2020-12-31 03:45:01,37.607375,-77.578677,37.607488,-77.578673,0.008,Incident on PEMBERTON RD near QUIOCCASIN RD Drive with caution.,9298.0, Quioccasin Rd,R,Henrico,Henrico,VA,23229-5426,US,US/Eastern,KOFP,2020-12-31 01:22:00,45.0,42.0,86.0,29.91,10.0,SSW,6.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
415177,A-3134307,2,2020-12-31 18:05:30,2020-12-31 18:26:30,39.476603,-76.269722,39.482364,-76.253759,0.94,Stationary traffic on I-95 N - John F Kennedy Memorial Hwy N from MD-24/Exit 77 (I-95) to MD-543/Exit 80 (I-95) due to accident.,,I-95 N,R,Abingdon,Harford,MD,21009,US,US/Eastern,KAPG,2020-12-31 17:58:00,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
415227,A-3134357,2,2020-12-31 01:55:00,2020-12-31 03:55:21,41.401624,-73.466496,41.407421,-73.458564,0.574,Motor Vehicle Accident (2 Vehicle) on I-84 Eastbound between Exits 4 and 5. The right lane is closed. Reported Wednesday December 30 at 6:44 pm.,,I-84 E,R,Danbury,Fairfield,CT,06810,US,US/Eastern,KDXR,2020-12-31 01:53:00,42.0,35.0,62.0,29.49,10.0,SW,14.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
415262,A-3134392,2,2020-12-31 02:38:00,2020-12-31 04:13:19,25.465761,-80.457274,25.469062,-80.452494,0.375,Incident on FL-821 NB near MM 2 Drive with caution.,,Florida's Tpke N,R,Homestead,Miami-Dade,FL,33033,US,US/Eastern,KHST,2020-12-31 02:56:00,73.0,73.0,69.0,30.04,10.0,E,14.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
415269,A-3134399,2,2020-12-31 21:20:00,2020-12-31 22:49:09,34.019991,-118.424802,34.017433,-118.422782,0.211,I405 S / PALMS BLVD. TOYT ROADSIDE RECALLED INQUIRING IF CHP WENT 1097,,I-405 S,R,Los Angeles,Los Angeles,CA,90066,US,US/Pacific,KSMO,2020-12-31 20:51:00,59.0,59.0,32.0,29.77,10.0,NNW,8.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
415287,A-3134417,2,2020-12-31 05:26:00,2020-12-31 07:27:36,35.754629,-119.246968,35.764249,-119.249618,0.681,Incident on CA-99 NB near FIRST AVE Drive with caution.,,CA-99 N,R,Delano,Kern,CA,93215,US,US/Pacific,KPTV,2020-12-31 04:56:00,40.0,36.0,93.0,29.65,10.0,S,6.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
415340,A-3134474,2,2020-12-31 01:48:54,2020-12-31 04:37:27,41.424647,-73.355981,41.417267,-73.402851,2.481,Motor Vehicle Accident (Vehicle Fire) on I-84 Westbound between Exits 9 and 8. Expect lane closures. Reported Wednesday December 30 at 5:48 pm.,,I-84 W,R,Newtown,Fairfield,CT,06470,US,US/Eastern,KOXC,2020-12-31 01:51:00,39.0,34.0,73.0,29.2,10.0,SW,7.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
415561,A-3134700,2,2020-12-31 02:18:06,2020-12-31 03:35:30,35.247006,-80.788173,35.246642,-80.787916,0.029,Incident on E SUGAR CREEK RD near THE PLAZA Drive with caution.,1062.0, E Sugar Creek Rd,R,Charlotte,Mecklenburg,NC,28205-1324,US,US/Eastern,KCLT,2020-12-31 01:52:00,41.0,41.0,86.0,29.38,5.0,CALM,0.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
415606,A-3134747,2,2020-12-31 02:19:00,2020-12-31 04:48:08,30.135503,-81.510202,30.134462,-81.509151,0.095,Incident on US-1 SB near FL-9B Left lane blocked.,13110.0, Philips Hwy,R,Jacksonville,Duval,FL,32256-3706,US,US/Eastern,KNIP,2020-12-31 01:53:00,63.0,63.0,90.0,30.1,10.0,S,5.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
415690,A-3134832,2,2020-12-31 03:23:47,2020-12-31 05:32:34,43.018,-73.796061,43.014692,-73.798873,0.269,Crash on I-87 Northway southbound before Exit 13S; US 9 south (Malta) right shoulder closed,,Adirondack Northway S,R,Ballston Spa,Saratoga,NY,12020,US,US/Eastern,KSCH,2020-12-31 07:50:00,36.0,30.0,87.0,29.61,15.0,WNW,7.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
415692,A-3134834,2,2020-12-31 01:46:00,2020-12-31 03:27:44,40.323439,-75.929893,40.326379,-75.936023,0.381,Incident on US-422 WB near US-222 Drive with caution.,,Conrad Weiser Pkwy,R,Reading,Berks,PA,19611,US,US/Eastern,KRDG,2020-12-31 01:54:00,45.0,39.0,68.0,29.59,10.0,S,13.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
415798,A-3134942,2,2020-12-31 10:22:49,2020-12-31 12:25:32,35.149844,-90.026232,35.162664,-90.019332,0.968,Incident on I-40 EB near MM 1 Right lane blocked. Expect delays.,,I-40 E,R,Memphis,Shelby,TN,38105,US,US/Central,KMEM,2020-12-31 09:54:00,38.0,30.0,93.0,29.75,3.0,NE,12.0,0.24,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
415824,A-3134968,2,2020-12-31 21:32:00,2020-12-31 23:52:12,36.494983,-117.226964,36.538583,-117.213934,3.098,Incident on CA-190 near EMIGRANT RANGER STATION Drive with caution.,,CA-190,R,Death Valley,Inyo,CA,92328,US,US/Pacific,KDRA,2020-12-31 21:53:00,44.0,37.0,45.0,26.66,10.0,NNE,16.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
415916,A-3135060,2,2020-12-31 00:40:29,2020-12-31 02:51:09,46.008628,-92.932974,46.013988,-92.930354,0.391,Accident on CR-61/Exit 180 (I-35) from MN-48/Exit 183 (I-35) to I-35 N.,,I-35 N,R,Hinckley,Pine,MN,55037,US,US/Central,K04W,,,,,,,,,,,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
416262,A-3135412,2,2020-12-31 16:27:00,2020-12-31 18:26:31,35.109738,-118.423582,35.109686,-118.432413,0.499,Incident on HIGHLINE RD WB near S DENNISON RD Drive with caution.,20267.0, Turf,L,Tehachapi,Kern,CA,93561,US,US/Pacific,KTSP,2020-12-31 16:35:00,34.0,34.0,100.0,25.97,5.0,N,3.0,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
416286,A-3135436,2,2020-12-31 02:30:00,2020-12-31 05:33:34,35.238207,-118.824466,35.238337,-118.806566,1.01,Incident on BUENA VISTA BLVD near TEJON HWY Expect delays.,16098.0, Buena Vista Blvd,L,Arvin,Kern,CA,93203,US,US/Pacific,KBFL,2020-12-31 02:54:00,39.0,39.0,73.0,29.61,8.0,CALM,0.0,,Fair,False,False,True,False,False,False,True,False,False,False,False,False,False,Night,Night,Night,Night
416405,A-3135556,2,2020-12-31 03:35:00,2020-12-31 04:54:00,33.63828,-84.456399,33.63548,-84.457259,0.2,Incident on I-85 SB near GA-6 Three lanes blocked. Expect delays.,,GA-403 S,R,Atlanta,Clayton,GA,30337,US,US/Eastern,KATL,2020-12-31 03:52:00,46.0,44.0,86.0,29.01,8.0,E,5.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
416486,A-3135637,2,2020-12-31 13:20:54,2020-12-31 15:20:00,44.357852,-122.860897,44.359972,-122.858798,0.179,A crash has occurred use caution.,38254.0, Halsey Sweet Home Hwy,R,Brownsville,Linn,OR,97327-9752,US,US/Pacific,KCVO,2020-12-31 12:56:00,51.0,51.0,86.0,29.93,10.0,SSE,7.0,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
416492,A-3135643,2,2020-12-31 03:58:00,2020-12-31 06:02:36,34.456036,-118.615883,34.459332,-118.615375,0.23,NB 5 JSO HASLEY. VEH HIT THE BACK OF THE BIG RIG AND FLIPPED OVER,,Golden State Fwy N,R,Castaic,Los Angeles,CA,91384,US,US/Pacific,K3A6,2020-12-31 03:51:00,43.0,43.0,56.0,29.15,10.0,CALM,0.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
416706,A-3135860,2,2020-12-31 00:38:00,2020-12-31 03:21:47,32.188817,-111.096538,32.188191,-111.096706,0.044,Incident on S TUCSON ESTATES PW near S KINNEY RD Expect delays.,2929.0, S Tucson Estates Pkwy,L,Tucson,Pima,AZ,85713,US,US/Mountain,KTUS,2020-12-31 00:58:00,37.0,33.0,44.0,27.25,10.0,SW,5.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
416800,A-3135955,2,2020-12-31 01:36:00,2020-12-31 03:42:00,39.898812,-75.169362,39.901365,-75.152286,0.922,Crash on I-95 northbound at Exit 17: PA 611 NORTH BROAD ST/PATTISON AVE. There is a ramp restriction.,,I-95 N,R,Philadelphia,Philadelphia,PA,19148,US,US/Eastern,KPHL,2020-12-31 01:24:00,47.0,41.0,68.0,30.01,10.0,SSW,14.0,,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
416907,A-3136062,2,2020-12-31 00:03:00,2020-12-31 02:52:04,34.219826,-119.080027,34.219366,-119.074467,0.319,NB JSO. C# 298110 // EDDIES TOW FOR TOYT COA,,US-101 S,R,Camarillo,Ventura,CA,93010,US,US/Pacific,KCMA,2020-12-31 00:55:00,44.0,42.0,73.0,30.0,10.0,ENE,5.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
416982,A-3136140,2,2020-12-31 01:21:00,2020-12-31 03:25:00,36.710804,-76.225558,36.732984,-76.234318,1.607,Slow traffic on VA-168 N from VA-165/Mount Pleasant Rd (VA-168) to VA-190/VA-168/Exit 13 (VA-168) due to accident.,,Chesapeake Expy N,R,Chesapeake,Chesapeake,VA,23322,US,US/Eastern,KNFE,2020-12-31 00:56:00,60.0,60.0,64.0,30.14,10.0,SSW,13.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
